patent_type,composition_subtype,cmc_subtype,clinical_indications,clinical_population,reasoning_short,lens_id,error
,,,,,,029-369-230-064-492,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,042-211-671-480-636,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,061-539-094-589-268,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,045-924-154-150-021,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,040-119-806-966-883,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,069-793-154-031-640,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,081-109-637-777-472,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,095-435-925-378-240,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,099-938-887-355-08X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,108-213-248-155-600,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,114-660-067-527-542,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,107-573-519-216-763,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,133-818-448-814-904,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,127-392-328-191-519,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,142-371-989-020-398,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-327-335-452-148,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,151-896-439-582-917,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,158-651-031-840-31X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,155-455-090-905-534,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,169-230-496-066-700,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,176-479-697-255-919,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,176-267-676-942-168,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,171-385-724-091-368,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,182-208-039-937-160,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,184-864-795-805-057,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,187-456-684-638-598,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,186-663-441-215-262,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,009-215-019-431-122,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-979-257-844-346,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,196-912-061-498-026,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,114-513-969-370-281,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-548-457-590-030,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,196-520-678-083-346,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,127-138-253-496-380,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-078-924-588-697,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-083-411-452-736,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,008-523-842-627-859,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-630-740-809-285,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-386-503-079-539,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-995-007-388-017,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,021-424-005-996-945,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-932-241-056-752,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-944-914-300-634,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,030-277-623-882-346,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,022-813-945-323-893,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,034-467-791-125-005,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,037-130-914-376-96X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,055-218-085-314-225,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,050-694-789-026-649,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-308-135-064-934,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,042-327-394-639-26X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,043-747-147-082-385,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,053-016-994-585-614,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,036-538-156-766-522,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,064-407-486-188-177,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,063-454-928-667-673,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,077-321-080-968-119,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-214-405-733-347,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,089-629-898-879-282,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,099-852-370-805-490,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,089-772-529-009-099,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,083-432-958-175-440,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,144-675-392-005-633,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-508-553-715-93X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,104-138-927-336-646,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,110-951-388-364-953,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,124-022-878-997-990,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-258-450-395-152,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,134-597-255-764-162,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,138-744-914-510-960,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,147-958-333-222-274,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,144-982-181-525-68X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,161-712-208-275-622,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-833-541-759-29X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,174-772-970-104-32X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,188-225-078-432-088,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,180-992-373-403-534,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,196-857-624-941-935,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,198-540-897-745-654,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,057-378-793-618-567,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-368-356-314-830,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,161-345-570-886-643,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-966-638-179-570,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,171-605-113-681-539,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-329-119-877-903,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,144-516-406-605-288,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,044-434-815-576-209,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,100-067-347-458-435,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-053-385-704-480,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,003-111-079-263-023,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,003-344-304-103-243,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,028-090-176-051-505,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,021-171-691-946-813,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,024-606-367-090-629,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,039-628-123-523-370,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,032-775-867-626-562,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,035-752-618-187-711,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,052-816-475-283-795,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,059-458-276-663-231,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-114-902-426-756,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-381-254-735-855,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,098-142-995-935-188,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,096-857-431-499-786,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,119-469-323-289-499,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,158-156-040-560-370,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,134-300-347-681-17X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,138-153-734-701-087,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,140-931-761-807-071,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,128-643-029-515-421,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,143-619-663-700-687,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-936-786-263-124,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,154-421-765-423-444,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-744-454-242-101,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,159-199-837-776-263,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,163-955-024-984-108,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,174-537-738-414-905,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,080-839-725-226-556,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,128-354-894-457-667,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,182-637-902-612-865,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,178-294-770-278-597,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,190-135-394-900-843,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,185-851-812-237-674,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,109-853-690-255-331,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-507-866-767-697,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,026-813-223-472-497,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,103-547-658-057-366,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,093-008-080-098-95X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,002-108-558-830-650,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,053-222-296-404-334,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-454-766-734-150,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,011-282-840-128-355,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-307-291-943-53X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,043-567-337-828-389,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-136-146-151-68X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,008-590-750-972-567,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,021-623-304-036-807,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,023-834-852-942-053,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,023-387-465-368-31X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,016-622-305-196-495,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,043-872-556-449-187,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,034-169-870-188-025,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,053-260-026-429-061,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-756-334-058-51X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,069-793-579-445-769,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,051-172-843-672-755,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,076-570-754-673-343,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,081-538-428-629-671,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,063-131-255-269-892,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,060-489-257-256-566,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,071-319-560-239-432,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,071-655-052-097-063,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-610-736-987-454,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,102-359-747-205-098,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,109-643-549-077-50X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,095-635-340-427-381,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,092-381-789-651-029,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,099-011-363-977-140,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,093-769-502-088-302,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,096-205-447-372-778,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,099-884-720-525-955,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,103-723-941-090-188,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,106-497-117-157-926,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,117-508-764-296-762,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,114-735-314-683-344,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,112-673-929-995-447,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,127-428-344-065-899,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,122-825-784-061-266,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,139-890-154-072-452,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,138-692-962-631-319,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,130-046-732-851-44X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,177-622-958-537-486,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,182-085-651-002-655,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,135-080-403-913-831,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-514-208-760-300,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,147-706-964-902-224,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,137-792-269-244-646,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-631-940-852-583,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,164-413-933-569-972,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,156-398-277-721-485,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,158-351-633-701-662,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,156-711-405-091-181,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,173-622-876-302-661,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,175-859-767-252-915,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,166-128-220-730-48X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,189-355-883-657-708,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,182-418-700-595-016,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,171-349-570-188-870,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,185-287-419-298-759,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-902-491-106-098,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-130-506-391-083,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,197-371-971-357-166,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,199-131-942-634-849,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,051-060-334-487-176,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,113-002-961-661-139,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,120-784-396-416-730,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,133-690-829-296-08X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,153-559-123-748-197,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,128-772-656-221-888,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,166-038-488-954-063,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,126-234-910-564-157,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,005-703-396-033-32X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-814-016-073-222,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,003-316-001-645-039,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-961-731-685-885,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,006-610-768-659-379,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,025-453-297-263-636,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,014-018-824-148-651,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,010-544-039-055-796,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,010-695-155-816-300,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-828-455-683-66X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,033-898-513-546-166,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,039-323-636-611-379,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,044-123-622-167-099,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,042-103-337-327-929,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,059-595-899-502-750,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,060-265-377-017-41X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,056-091-633-748-704,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,064-231-763-978-403,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,077-652-345-059-831,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,077-636-147-797-040,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,076-868-356-092-908,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,079-709-324-592-589,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,118-426-229-246-71X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,107-759-931-972-515,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,114-027-374-968-264,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-148-878-315-267,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,129-671-782-886-251,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-263-527-653-073,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,122-925-404-268-723,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,135-181-216-882-040,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,139-577-992-868-133,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,174-193-861-668-736,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,170-365-839-635-535,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,157-035-450-767-254,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,149-715-882-103-872,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,184-969-751-495-246,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,190-551-990-158-334,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,197-509-528-253-687,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,196-685-146-918-395,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-455-235-129-635,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,025-671-992-198-616,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-440-141-364-280,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,068-147-881-955-791,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,069-281-508-547-419,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,078-909-680-882-435,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,155-813-227-608-301,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,180-068-866-368-876,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,004-673-907-446-601,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,013-890-609-791-56X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,004-571-748-185-303,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,016-773-103-149-461,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,016-433-929-196-108,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,033-411-150-847-682,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,027-900-336-533-614,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,055-609-896-349-913,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,055-022-291-297-847,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,041-921-009-394-581,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,040-392-283-416-934,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,092-217-445-202-356,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,085-192-261-265-844,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,072-466-017-120-241,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,074-526-277-539-406,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,073-351-692-122-159,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,096-441-613-854-532,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,099-693-754-547-763,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,074-717-599-076-899,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-957-992-742-551,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,107-754-502-900-967,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,126-157-043-951-960,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,115-576-418-121-97X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,123-468-950-898-226,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,120-485-333-802-810,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-838-931-938-315,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,129-449-020-048-537,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,148-236-451-620-590,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,147-889-245-427-134,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,153-584-745-775-709,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,141-879-907-125-673,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,145-809-761-898-017,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,144-921-272-701-82X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,164-676-839-437-812,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,191-847-811-461-573,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,160-305-081-712-930,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,163-866-994-367-755,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,190-963-015-260-860,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,123-305-433-837-883,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,103-164-946-629-041,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,181-036-587-298-457,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,058-186-782-996-896,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,148-118-895-014-316,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,079-204-271-877-56X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,000-384-818-008-777,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,023-085-809-635-394,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,017-556-651-637-998,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,022-264-417-994-678,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,029-959-443-665-179,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,032-146-418-568-908,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,038-904-236-812-912,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,046-430-524-860-95X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,048-660-015-971-586,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,055-461-210-807-708,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,040-100-501-057-312,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,049-223-208-695-478,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,050-424-073-662-092,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,047-792-716-328-890,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,061-376-282-190-023,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,057-158-495-670-143,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,083-263-028-477-536,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,081-893-718-536-744,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,056-265-845-653-886,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,054-562-311-535-074,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,067-636-137-152-086,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,064-634-249-958-588,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,067-407-339-661-429,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,073-427-726-949-84X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,082-413-361-515-676,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,079-167-481-262-117,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,095-855-888-506-872,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,092-735-827-953-032,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,088-318-696-277-860,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,114-923-052-389-724,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,125-845-558-798-750,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,117-970-902-830-995,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,115-976-046-500-356,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,130-895-351-166-269,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,139-351-194-174-178,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,159-722-505-424-10X,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,162-674-126-966-261,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,179-136-440-900-614,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,171-319-583-727-821,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,175-505-560-946-962,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,170-891-508-578-898,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,195-007-655-089-493,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,186-505-281-387-474,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,185-764-752-374-531,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,091-486-396-411-192,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,122-375-610-941-831,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,186-628-182-324-363,Error code: 429 - {'message': 'Limit Exceeded'}
,,,,,,193-859-613-769-025,Error code: 429 - {'message': 'Limit Exceeded'}
